step,time
216,0.000105824
217,0.00010554
218,0.000105635
219,0.000105541
220,0.000105635
221,0.000105446
222,0.000105635
223,0.000134841
224,0.000118058
225,0.000105635
226,0.000105636
227,0.000105635
228,0.00010554
229,0.000105635
230,0.00010554
231,0.000105445
232,0.000182253
233,0.00010573
234,0.00010554
235,0.000105635
236,0.000105541
237,0.000105635
238,0.000105541
239,0.00010573
240,0.000147548
241,0.000105825
242,0.00010554
243,0.00010554
244,0.000114549
245,0.000105824
246,0.000105541
247,0.00010573
248,0.000123178
249,0.000130006
250,0.00010592
251,0.000105635
252,0.00010554
253,0.00010554
254,0.00010554
255,0.00010554
256,0.000105635
257,0.000199796
258,0.000117773
259,0.000105445
260,0.000123083
261,0.000145556
262,0.00012972
263,0.000203305
264,0.000176564
265,0.000105919
266,0.00010554
267,0.000105446
268,0.000105635
269,0.000105635
270,0.000105635
271,0.000105635
272,0.000146979
273,0.000105635
274,0.00010554
275,0.00010573
276,0.000105446
277,0.000105445
278,0.000109617
279,0.00010554
280,0.000155133
281,0.000105919
282,0.00010535
283,0.000114264
284,0.000105635
285,0.000105541
286,0.000105541
287,0.000105446
288,0.000122798
289,0.000147548
290,0.000105825
291,0.000105446
292,0.00010554
293,0.000105635
294,0.00010573
295,0.000105636
296,0.00010554
297,0.000177133
298,0.000149729
299,0.000199987
300,0.000201503
301,0.000296044
302,0.000203968
303,0.000120902
304,0.000105541
305,0.000105635
306,0.000105541
307,0.00010554
308,0.000105445
309,0.000147453
310,0.00010573
311,0.000105446
312,0.000114644
313,0.000105635
314,0.00010554
315,0.000105635
316,0.000105445
317,0.000123272
318,0.000129341
319,0.000105636
320,0.00010554
321,0.000105636
322,0.00010554
323,0.00010573
324,0.000105446
325,0.000105541
326,0.000147358
327,0.00010573
328,0.000105541
329,0.000105445
330,0.000105541
331,0.000105635
332,0.000105445
333,0.000105635
334,0.000105446
335,0.000180263
336,0.00010573
337,0.000105445
338,0.000105635
339,0.000105635
340,0.000161013
341,0.000130005
342,0.000144988
343,0.000121282
344,0.000111894
345,0.000111989
346,0.000111893
347,0.000111988
348,0.000112083
349,0.000126117
350,0.000122229
351,0.000111988
352,0.000111989
353,0.000112084
354,0.000111989
355,0.000111988
356,0.000111988
357,0.000111989
358,0.000111989
359,0.00012223
360,0.000112084
361,0.000116729
362,0.000112083
363,0.000111894
364,0.000112083
365,0.000111988
366,0.000120428
367,0.000122419
368,0.000112083
369,0.000111989
370,0.000112083
371,0.000111988
372,0.000111988
373,0.000111894
374,0.000111989
375,0.000122419
376,0.000111798
377,0.000111988
378,0.000112083
379,0.000111799
380,0.000111989
381,0.000111894
382,0.000111799
383,0.000111894
384,0.00012223
385,0.00012166
386,0.000111988
387,0.000112178
388,0.000111893
389,0.000111799
390,0.000111894
391,0.000111989
392,0.000236684
393,0.000112083
394,0.000111989
395,0.000112084
396,0.000112083
397,0.000111894
398,0.000111894
399,0.000111989
400,0.000111894
401,0.000216486
402,0.000129816
403,0.000115686
404,0.000135885
405,0.000180357
406,0.000131806
407,0.000174763
408,0.000112273
409,0.000206244
410,0.000111988
411,0.000111989
412,0.000111893
413,0.000111893
414,0.000344784
415,0.000132755
416,0.000116066
417,0.000158927
418,0.000115781
419,0.000224072
420,0.000145272
421,0.000111989
422,0.000111894
423,0.000111989
424,0.000111989
425,0.000111894
426,0.000112083
427,0.000111894
428,0.000111894
429,0.000111989
430,0.000112083
431,0.000111988
432,0.000111988
433,0.000111988
434,0.000111989
435,0.000111894
436,0.000157505
437,0.000112084
438,0.000111989
439,0.000111988
440,0.000122419
441,0.000111799
442,0.000111893
443,0.000111893
444,0.000112178
445,0.000130385
446,0.000111894
447,0.000111894
448,0.000111894
449,0.000111894
450,0.000111989
451,0.000111799
452,0.000111989
453,0.000111894
454,0.000112083
455,0.000111894
456,0.000111893
457,0.000111893
458,0.000111988
459,0.000111989
460,0.000111894
461,0.000111893
462,0.000111988
463,0.000111799
464,0.000111988
465,0.000111988
466,0.000111894
467,0.000111894
468,0.000112084
469,0.000111989
470,0.000111704
471,0.000111894
472,0.000112178
473,0.000111893
474,0.000121945
475,0.000112178
476,0.000111893
477,0.000111988
478,0.000111989
479,0.000111989
480,0.000112083
481,0.000112083
482,0.000112083
483,0.000111989
484,0.000111894
485,0.000111894
486,0.000112083
487,0.000111988
488,0.000111988
489,0.000111894
490,0.000174573
491,0.000168694
492,0.000112178
493,0.000130195
494,0.00012754
495,0.00012991
496,0.000126876
497,0.000112084
498,0.000111894
499,0.000111799
500,0.000112084
